followers_count,friends_count,Bot_or_Not
4,0,1
152650,2599,0
19864,890,0
117,0,1
5859335,986,0
747,1003,1
315,962,0
2054,3458,0
16,27,0
13,42,1
2406,4620,1
445,561,0
136242,2539,0
4077366,451,0
88901,18882,0
895,1939,0
662,75,0
45200,646,0
309558,168,0
2878583,198,0
33,0,1
83094,80177,1
5292,677,0
15,75,1
104320,4474,0
7,21,1
94,0,0
1771329,447,0
54,169,0
289,98,1
157,639,0
3,31,1
234,385,0
19757,4478,0
11,106,1
896,1966,0
55,198,0
310,0,0
22674,249,0
1161797,11998,0
8904,1317,0
2083,3,0
1636,608,0
3397,844,0
492654,132,0
130,858,0
3056,2821,0
688557,2596,0
8,0,1
81,722,0
334,281,0
512,1475,0
43,0,1
7,1497,1
265,1060,0
6,146,1
7,0,0
2675,1459,0
157,524,0
57,0,0
17,0,1
44,410,1
1118405,657,0
2193,1219,0
8,5,1
2,0,0
779,562,0
608551,1357,0
209,407,0
4233,502,0
13,0,1
141,348,0
39,38,1
531,306,0
428453,403,0
1745,864,0
363,516,0
1337,1241,0
106,73,0
102610,1597,0
836,205,0
139,374,1
86,309,0
2800067,667,0
516,476,0
105990,113877,1
12796,3122,0
3,0,0
34893,2107,0
4177793,702,0
34651,272,0
5,0,1
6,17,1
82165,3297,0
8,137,1
7,15,1
1590,378,0
235774,370,0
783,632,0
4963,5441,0
108442349,221,0
7,37,1
734,647,0
187,731,0
10,92,1
473,264,0
322,971,1
202733,484,0
11779455,883,0
34,232,1
1006089,60,0
1079,396,0
153,0,1
3607,2567,0
2090,2006,0
489154,626,0
124,0,0
54,96,0
19,0,0
274,0,1
968824,4985,0
58,408,0
0,0,0
2415623,4964,0
12,125,1
414502,823,0
161,110,0
18353,1979,0
2067695,249,0
4440,171,0
478,3809,0
76217,43532,1
768,479,0
46,0,0
1519,694,0
702,295,0
18,0,1
904,234,0
9,26,1
258,269,0
17174,27445,1
108,0,0
275,310,0
170,90,0
23738,1395,0
280,209,0
65,679,0
41,90,0
102,48,1
40,91,0
78,257,0
136,517,0
13535,2907,0
456,816,0
1883,1093,0
901,1,1
648,505,0
63,0,1
2003,384,0
1033,468,0
44,29,0
28,180,0
2,44,1
0,0,0
0,0,1
13,3,1
248,434,0
132,542,0
0,0,0
115,125,0
2,8,1
687,696,0
380,371,0
173,180,0
233,365,0
1111,585,0
214781,244,0
983373,283,0
232,625,1
136,124,1
1044824,161,0
20,55,1
58,1,0
10,36,1
5,0,1
481255,880,0
4,0,1
0,0,1
1,0,1
0,0,0
88,0,1
79,317,0
1,0,1
5,18,1
467,332,0
52,56,1
4,8,1
139620,628,0
1119,1442,0
381,670,0
1638,4635,0
3807,2479,0
897288,8276,0
1535244,4,0
427,138,0
37,296,0
787074,264,0
10718717,656,0
7438,3947,0
13,0,1
65,546,0
1822,137,0
78,233,1
20,16,1
491246,600,0
175,270,0
279,309,0
13,131,1
292,725,0
200,166,0
73788,63419,0
462,381,0
10040139,904,0
3,0,1
6,15,1
11,138,0
117061,4174,1
45,58,1
44,143,1
28,76,1
5,0,1
6095,6178,0
0,0,0
95681,96130,0
598213,696,0
177,143,0
324,368,0
8508639,868,0
674,610,0
403,679,1
8076,7994,0
970,227,0
232,540,0
3635617,473,0
5,0,1
16780,11017,0
96,88,1
0,0,1
7,0,1
268,0,0
1921,4299,0
11,0,1
2139,3069,0
299,517,0
2843,2567,0
338,288,0
261312,923,0
627,483,0
0,0,0
12,0,1
1063086,450,0
127,483,0
870,2006,0
60,131,0
119,544,0
21,0,1
445,329,0
193,230,0
74,642,0
1146,123,0
1184,641,0
8079,6298,0
3,0,1
18,0,1
546,410,0
6794,382,0
728,569,0
7638768,1122,0
913532,743,0
47,136,1
20,95,1
82,118,0
3530645,714,1
1286298,4,0
366,860,1
134007,73555,0
183,221,0
28,0,0
337700,4092,0
14,97,1
0,0,0
136,131,0
978,2294,0
56,287,0
879,985,0
27,0,1
2347,1705,0
0,0,0
1,0,0
32,393,1
2262,369,0
5,0,1
16,162,1
2170,4429,0
74,240,0
160641,498,0
16,129,1
3,0,1
1,49,1
233,1136,0
72,74,0
1552141,831,0
17750359,1064,0
470,1040,0
1992468,329,0
65188,172,0
37,428,0
3,1,0
195,556,0
35321,63,0
506,363,0
644084,620,0
777,0,1
357,865,0
1455648,1807,0
658,400,0
1359,1102,1
1137,2019,0
5002,3181,0
182,358,0
86148,98468,1
659059,72,0
245039,319,0
852,741,0
1461006,404,0
310877,281,0
8824,6993,0
36,0,1
490,591,0
134,442,0
235653,259168,1
15293,205,0
45,33,0
61403,1478,0
180,72,0
271,181,1
295,957,0
63,232,0
227,423,0
1,4,1
0,0,0
109911,17,1
1953,3513,0
320943,476,0
89711,2216,0
847,306,0
192,674,0
15,744,0
388,330,0
1370173,7195,0
5534,5547,0
24,172,1
954,427,1
16307,1226,0
1712815,7879,0
10881,1,1
228,225,0
4,32,1
21682,809,0
2,0,1
226751,1,0
1,0,1
18,70,1
55,408,0
6,31,1
235,1025,0
2507611,48,0
0,0,1
390,344,0
1464613,901,0
129,0,1
302,8,0
2,0,1
2633498,347,0
0,35,1
324,289,0
5007659,130,0
79,1,1
6048,633,0
5106,1020,0
32,0,1
20,212,0
61,43,0
25,32,1
3999,1609,0
2086,1670,0
54,0,1
1356796,417,0
86,1367,1
534,905,0
2064,244,0
17,61,1
1971,1030,1
941681,236,0
28590,3916,1
5378,735,0
5074,62,0
330865,1093,0
96999,15542,0
836,756,0
2546,3870,0
1208421,563,0
8,11,1
0,0,0
0,0,0
191102,342,0
25,17,1
1,135,1
122,133,1
2189,413,0
3163,589,0
1,0,0
0,0,0
27,166,1
1608,486,0
55,136,0
3,10,1
289,341,0
45,120,1
1,0,1
135,2149,0
365,647,0
4,21,1
321,19,1
490794,78,0
12,0,1
917,861,0
157,190,0
131,337,0
463284,260,0
988,757,0
257,170,0
550,577,0
86414,69727,1
2406,659,0
595,669,0
1182741,934,0
20616,557,0
2069860,1046,0
305,279,0
10,39,0
125,503,0
84,0,0
6151,1683,0
10174,1085,0
66,196,0
19,0,1
715,409,0
39155,32549,0
266,2629,0
9597,1358,0
1592,2067,0
14,0,1
5,0,1
255,439,1
3842,3198,0
1026,1063,0
2829,2259,0
1002,48,1
165,493,0
1330,668,0
314,243,0
3,10,1
515,277,0
1,60,1
193133,132,0
163,1293,0
17,0,1
8020,8664,0
12,0,0
971205,931,0
12,557,1
87165,94,0
44,0,1
1,0,1
3,24,1
0,0,0
522,416,0
80280,95,0
34,0,1
1249,660,0
83,67,0
20,111,1
165,246,0
11741611,400,0
1690952,82,0
2,11,1
1,0,0
53,192,1
78,16,1
0,0,0
35,0,0
223,1054,0
66249,566,0
40441,1234,0
12,47,1
134,155,0
17,51,1
23,61,1
1157,679,0
1,0,1
122501,661,0
261,621,0
5748140,6,0
293506,494,0
1849,1708,0
190713,240863,1
3207313,1737,0
416,44,1
35255,963,0
500,337,0
10,14,0
935360,721,0
10,167,1
213,846,0
0,0,0
9,0,0
47,101,1
1,53,0
147,74,1
22,1007,0
4,1,1
1322371,1087,0
60,384,0
112,356,0
3,56,0
215766,1607,0
0,0,1
93,25,1
82,381,0
1362737,1629,0
161,611,0
282942,390,0
78197,1714,0
240,81,0
2049,1585,0
381,929,0
3009854,26083,0
5365351,1777,0
82,66,0
8,0,1
441838,6363,0
3067,5003,0
43,136,0
2425027,1896,0
210225,9233,0
1730,273,0
38,0,1
21,494,1
43,4,0
240,272,1
5,2,0
1025,3046,0
1420,1836,0
59,349,0
1559640,697,0
54,213,0
279,216,1
818,734,0
13,0,1
1174510,12281,0
105,343,1
7527,5685,0
2254321,810,0
197,279,0
0,0,0
776355,229,0
1631,1863,0
37,188,0
7153,1190,0
2589,483,0
5,0,1
2263745,752,0
470,0,0
2231,4645,0
4424,2206,0
16,440,0
7044,398,0
13,0,1
695,424,0
68,164,1
572,558,0
147,334,0
2,1,0
44,179,1
2886,1300,0
497,107,0
24666,647,0
50,129,0
152,171,0
24369,6813,1
39,112,1
3922,2678,0
44,420,0
10014,1027,0
148,299,1
67,269,0
26,1,1
1790,84,0
5631,734,0
102344,76356,0
258,2275,0
12,173,1
1,0,1
3897,1517,0
15,0,0
204,111,0
890484,457,0
12493944,1670,0
13,99,0
1097,1361,1
2313092,342,0
4,0,1
528562,803,0
831496,961,0
28,28,0
17,216,0
7209,4052,0
2,0,1
15,0,1
1119542,562,0
12,0,0
297959,923,0
52078,400,0
1408020,6837,0
16,27,0
5,178,1
211,192,0
359571,1550,0
431,1440,0
43,161,0
18,104,1
12,0,0
19,269,1
110,777,0
698,658,1
431,1054,0
7,52,1
16,0,1
1759079,174,0
12,0,1
167482,1152,1
14,0,0
911,288,0
1714,1106,0
20843,243,0
14,110,1
7043,4,0
3138,1348,0
654363,738,0
607,1323,0
28765042,71,1
139,106,1
1869156,21145,0
903659,5,0
423908,711,0
7,0,1
7924,1972,0
1537,594,0
28,0,1
18,94,0
20,0,1
0,0,0
307,539,1
1384,890,0
675855,3171,0
122489,15223,1
39,989,1
1481832,400,0
2370,1107,0
12679,4905,0
140617,240,0
736639,268,0
1633,328,0
6,404,1
234845,900,0
190834,987,0
13089,1570,0
66024,707,0
2,2,0
1725,1547,0
84,45,1
1641062,132,0
414,408,0
23,523,1
1203,2658,0
451,412,0
21,58,0
6822291,262,0
148,1,1
15,88,1
1287,1010,0
1712757,819,0
805,375,0
471,1049,0
292,144,0
644269,534,0
304,736,0
108,288,0
13443,1199,0
29,42,1
122,337,0
558,1911,0
385,2089,0
394,249,0
2711526,4544,0
313,652,0
395532,646,0
22,51,1
215,0,0
45,193,0
15,0,1
2728,2454,0
7,36,1
5,1,1
248707,1416,0
63,108,0
3,15,1
0,21,1
41,226,0
3,103,1
400,460,0
162123,7,0
20,0,1
1166,1687,0
4,135,1
1932701,255,0
13433,350,0
434,786,0
2,0,1
603,905,0
685,1371,0
1162488,121,0
45239,73,0
518,499,0
36940,412,0
9,0,1
3055,3108,0
768,2120,0
5296,2874,0
2288887,153,0
251,51,0
40325,472,0
89980,66695,0
100,307,0
5,0,1
248,684,0
19,0,1
0,76,1
6,18,1
9005,2428,0
28,8,1
165,238,0
14682263,167,0
76860,25698,1
7747,3376,0
1534773,428,0
83,83,0
1101,756,0
10,0,1
41,61,1
217,537,0
65,201,1
51,0,1
11,0,1
1194,1306,0
1741,695,0
23,60,0
45,27,0
22348,4404,0
11,65,1
55381,514,0
360658,22967,0
16,2,1
600,492,0
626,580,0
795,381,1
5,136,1
1364,1149,0
2,0,1
1635,838,0
56,165,0
1,0,1
1119,198,0
5,0,1
301,773,1
1436,555,0
1680,299,0
211802,414,0
3,14,1
702372,815,0
410454,47,0
423,344,0
371,478,1
1800047,215,0
123593,1270,0
8,0,1
15511,97,0
169,468,0
154500,234,0
245,921,0
237,495,0
1573,1099,0
12,43,1
23,0,1
631,1392,1
2760,2738,0
12186,518,0
935,2546,0
199,228,0
668,43,0
1,0,1
50952,153,0
797799,2,0
1439,1129,0
7,0,0
122,0,0
773,973,0
18229,1082,0
597,1673,0
1642639,1830,0
402003,509,0
256,288,0
23166,5342,0
7,145,1
434,291,1
182,0,1
31,136,0
6,34,1
27,68,0
190,790,0
0,0,0
84,92,1
6059,3025,0
368443,3228,0
1393,550,0
12,28,1
85599,10793,0
188816,407,0
330,426,1
736,1651,0
7,4,0
18,0,1
1552135,1353,0
119,457,1
2877,2167,0
1791,1967,0
66,113,1
160,232,0
84277,173,0
5,0,1
342,594,1
55,397,0
4,134,0
46,63,0
1124901,119,0
383,451,0
6417,1984,0
164,940,0
191,726,0
19161,3304,0
0,0,1
683,305,0
0,0,1
1342,1296,0
11,0,1
285,1000,0
626,1367,0
17049,15232,0
390578,1492,0
3150,1640,0
37,153,0
154,269,0
395,120,0
26,30,0
53,249,0
11,0,1
996,2635,0
15,1068,1
1034365,37,1
132,278,0
959,726,0
28719,4572,0
506,416,0
12760,1350,0
4064,3106,0
10459,10355,1
1045,817,0
4,99,0
510,177,0
45,129,1
423,439,0
15,0,1
23,81,1
27379,2435,1
78549,246,0
1726,797,0
4,127,1
38,153,1
367,66,0
1186,1302,0
319,810,1
190,209,0
4,0,1
241,437,0
20897,9056,0
157132,1428,0
30,309,1
1045213,341,0
416,701,1
51003,9123,1
3,143,1
9,183,1
357,1132,0
2874118,359,0
32890,513,0
59116,52105,1
36,0,1
4,0,1
1,0,0
9,379,1
268927,568,0
2092,4999,0
1165110,1291,1
977253,485,0
185,403,0
1831,1516,0
1076752,386,0
1276,1408,1
56,337,0
10,0,1
705,1433,0
244,420,0
394,636,0
1034825,1107,0
59,83,0
1726441,1164,0
106,226,0
468,853,1
684,1245,1
22,46,1
12,0,0
16,0,1
772,4482,0
1,0,1
417,736,0
33,0,1
13,11,1
11,29,1
21,0,1
1193698,560,0
736,1191,1
951771,1058043,1
0,0,0
2,135,1
74,156,1
301,2843,0
80,178,0
35,39,1
938339,550,0
102,118,0
8,0,1
5,0,1
269,361,1
1350,402,0
3361382,0,0
1063492,124,0
8298,422,0
823122,1775,0
212284,74,0
198,431,0
3,2,1
842652,885,0
1080368,1001,0
25883,322,0
708,1150,0
13,0,1
517,1481,0
4,24,0
1043473,123,0
18057,405,0
604,139,0
57,334,1
118,0,0
18553,2600,0
0,0,0
524,0,0
18,72,1
20,116,1
141,1347,1
65,197,0
31,53,0
0,0,1
1830,195,0
147,121,0
19,360,1
20,0,1
670,516,0
250,494,0
12,0,1
2,0,1
1205049,502,0
282,2,1
0,0,0
77,928,0
833,1094,1
336,259,0
368,1143,0
2570,3929,0
547,464,0
286,1095,0
0,3,1
1195,798,0
274,98,0
2155556,5,0
14,11,1
2,9,1
301,390,0
97,505,0
2303996,2584,0
26478,26205,1
2865115,1042,1
7,233,0
1398044,427,0
105,0,0
594,266,0
30,46,1
660,1254,0
13814,150,0
254,248,0
52,314,0
1407468,456,0
1211295,0,0
935304,1976,0
141900,2757,0
6,0,1
1015,914,0
3232612,81,0
1,61,1
21,8,0
245,299,0
611,1126,0
62,126,1
2662,633,0
1350991,1148,0
306,185,0
2245249,48,0
1894,632,0
1,0,1
8,0,1
985423,336,0
170,0,1
513,851,0
10,0,1
183,1093,0
31,35,0
125,24,1
468,781,0
568,512,0
2359,274,0
1519215,785,0
66,199,1
2,32,1
64,124,0
247534,40,1
191,244,0
7081664,72124,0
200551,210541,1
832,555,0
1124,1731,0
16073,1532,0
10480,995,0
92,1539,0
14,137,1
399,906,0
350919,1959,0
24943023,129,1
74,85,0
2105,2477,0
1291,526,0
20,295,0
954,152,0
178,176,0
152,490,1
1696108,1081,0
355,194,0
1786083,108,0
12631,1045,0
1125,655,0
602,255,0
17,0,1
2018,1091,0
2,0,0
58,240,0
15,0,1
122701,674,0
197,54,0
963,1,1
0,171,1
14,105,1
0,0,0
245,426,1
1224,673,0
225,233,0
203,0,0
60,7,1
512207,333,0
694986,259,0
98,687,0
464,157,1
108,531,0
2,36,1
1498,801,0
74,76,0
70,207,0
1754,1557,0
3970,970,0
2,5,1
8,0,1
300,0,1
6,31,1
9,8,1
1722925,4199,0
15,38,1
337819,770,0
448,476,0
69,58,1
759,851,0
417,225,0
54660,38,0
40,96,0
626,928,0
0,0,1
6,211,1
429,356,0
157,213,0
17,133,1
233,73,0
290,839,0
1770677,175,0
134,320,0
82,551,0
35,0,1
3431,364,0
17862,964,0
1934,1561,0
0,0,0
55,0,1
27,709,1
3180,444,0
107,2695,0
9,168,1
18679,2219,0
128,347,0
15,21,1
26,0,1
57,307,0
1131,68,0
277,271,0
52,317,1
136,165,0
125768,3289,0
397796,2131,0
309,979,0
65,2,1
33,0,1
110,54,1
28,82,1
431,1771,1
238,0,0
1218,746,0
786,1740,0
197,796,0
114,768,0
1501,350,0
40,0,0
4,113,1
771,247,1
0,23,1
3153,867,0
50,0,1
321,688,1
50,0,0
246,127,0
1561,4111,0
47,498,1
78000,660,0
7,46,1
10,13,1
6,0,1
6,0,1
22,83,0
500,1289,0
98,0,0
15,24,1
64,371,0
104,378,1
896,994,0
3,0,1
41,147,0
2062,67,0
1036428,135,0
126044,174,0
2808,4054,0
432370,0,0
177783,201,0
5,0,1
1081470,550,0
84,0,0
126,1379,1
301,282,0
20,3,0
537,1241,0
180,122,0
1150,528,0
655,264,0
4,1,1
155,662,0
4,5,1
832761,1047,0
14760656,300,0
706,379,0
142,940,0
2519092,361,0
8,0,1
277779,29499,0
497,444,0
25,59,1
132,200,1
22,0,1
36287,10935,0
2996510,3687,0
6,0,1
14099,1342,0
252318,478,0
110,104,0
8384,736,0
0,0,0
1161,579,0
32,42,0
323,833,0
8710,656,0
622,528,0
58,294,1
98,449,1
148,122,0
1140,102,0
304,471,0
2544,2386,0
191,247,0
360,620,0
64,180,0
1218,1051,0
255941,236,0
0,0,1
28,0,0
21,0,1
5849,1342,0
13,11,1
8693,109,0
412,524,1
5472,1849,0
304,267,0
1022,708,1
9,29,1
104,1390,1
31,0,1
565,418,0
579483,563,0
554,1615,1
73,75,0
62,90,1
55,0,1
63372,811,0
2941731,73,0
132709,12159,0
897,716,0
234,469,0
36796,847,0
3,0,1
0,24,1
240,2091,0
269,895,0
1462399,51425,1
436681,1874,0
41,118,0
8184,3221,0
36668,4759,0
199,134,0
4134,822,0
7021466,1133,0
86936,76,0
1996,3784,0
199,2303,1
7,0,1
0,0,0
7,27,0
272,174,0
17,55,1
20,78,1
48,186,1
6403,5510,0
59112,587,0
769,3740,0
426,328,0
0,0,0
1020,2,1
96,527,0
25581,3739,0
865186,1308,0
186,911,0
197,182,0
31,208,0
7,49,1
813,528,0
1445,534,0
19,80,1
404,228,0
166833,2579,1
5092571,21,0
205896,656,0
358,626,0
620,474,0
14242,967,0
1843070,146,0
2068618,247,0
4190,4518,0
2176,1026,0
1257,3045,0
5875243,1208,0
106,287,0
89014,80,0
138,1864,0
4993052,257,0
8743,1273,0
465,3154,0
6050,541,0
239191,167515,0
9,0,1
626,144,1
266,208,0
495601,6919,0
6,75,1
2286835,651,0
3509,512,0
5,0,1
4280,807,0
9,0,1
85,791,1
2108,998,0
60,54,0
86,909,0
7,0,1
5,3,1
607,468,1
2,0,1
106,627,0
103,343,0
1320220,448,0
2,24,1
718344,294,0
3,22,0
173228,13504,1
255260,678,0
636,405,0
826,304,0
1752567,658,0
623,494,0
298,1015,0
23,226,1
5298,2485,0
150,0,1
127,239,0
1013,420,0
0,0,0
109152,15129,0
25,1,1
29804,1329,0
1731,1445,0
189,84,0
417,219,1
351,246,0
29973,447,0
1462,1435,0
196,283,1
549,561,0
60,0,0
530,924,0
12,107,1
1,6,1
2357149,270,0
460,654,0
19,100,1
415,573,0
86,0,1
548,794,1
254,588,0
1258734,705,0
137,463,0
8246840,687,0
876964,751,0
611939,493,0
4289,4446,0
5,29,1
1370,1602,1
125560,774,1
26,190,1
5,237,1
8494,1190,0
815909,184,0
294,557,0
33,79,0
28,257,0
64,1451,0
38,100,0
16,119,1
280,1261,0
938281,586,0
5,0,1
0,0,0
352072,17,0
5971,584,0
577,585,0
76,71,0
21,0,1
1366,247,0
3268,199,0
10,11,1
137,222,0
1501313,289,0
490,517,0
48754,2707,0
32,228,0
55499,50822,0
2472597,302,0
1,0,0
0,0,0
0,0,0
2872447,122,0
33,0,1
137,41,1
269,326,0
16,56,1
118,727,0
9,0,1
10,178,0
129,516,0
1448073,319,0
3310446,611,0
1059744,3069,0
384,1389,1
5,0,1
5986,691,0
20,0,1
1282,828,0
1,0,1
657,3279,0
5,0,1
19,108,1
1462946,101,0
1351,640,0
1148,1733,0
218,698,0
111,760,0
23,170,0
1770106,974,0
61,868,0
16,49,1
1601,2681,0
12,91,1
123419,182,0
5012864,2074,0
2748684,299,0
5947,1150,0
7,0,1
80,319,0
2,0,1
31117,2389,0
503435,6126,0
9,0,1
25,0,1
643,0,1
5229,5752,0
599,984,0
0,0,1
324,301,0
5971287,202,0
104,402,0
16,21,0
5610,4833,0
4,0,1
235,259,1
48107,41787,0
11807,7365,0
421,415,0
60,203,0
28432,32641,1
283,247,1
4961,3561,0
1107288,633,0
3473136,214,0
73887,18277,0
59,118,0
273,128,0
36,31,1
19,0,1
44613,3390,0
8,29,1
448,434,0
54,239,0
1,127,1
0,0,0
29,0,1
3601,4662,0
1157,879,0
349,281,0
57,378,0
515,36,0
35565,906,0
14080,15611,0
3,8,1
2,0,1
650046,577,0
132,466,0
107,173,0
551,408,0
393,465,0
24832,251,0
1007054,652,0
11,26,1
202,754,0
34015,5080,0
1,0,0
7,91,1
5555364,49,0
282,0,0
754238,795058,1
67620,1079,1
4,0,1
1269215,790,0
277,736,0
66,203,0
77378,516,0
0,0,0
1054,849,0
334446,260291,1
228,217,1
6083606,125,0
7592,2653,0
123,91,0
1082,2207,0
14616288,10,0
0,0,1
820,2204,0
77100,474,0
2033589,271,0
1470262,198,0
53,367,0
14,35,0
112019,3034,1
127965,3617,0
145,0,0
1168339,604,0
189,687,0
832,0,1
1094141,2831,0
21,24,1
725,4962,0
149,115,1
2501,568,0
7993,1045,0
118,912,0
151,7,1
8,18,1
122222,49,0
11,0,0
668,726,0
591,885,0
130730,764,0
13918,1944,0
78,408,0
1,0,1
7739,3507,0
2454,902,0
38,166,0
709,169,0
14,0,1
1421206,158,0
229,246,0
113,205,0
205,802,0
9901,2532,0
330,846,0
10,0,1
68,93,0
24,320,1
501,828,0
156,150,0
268154,96,0
257,1366,0
1888,848,0
0,0,1
2123,2155,0
0,0,0
124580,146254,1
104,331,0
51,170,1
842,376,0
1,0,1
548637,1035,0
1804204,64,1
630738,214,0
0,0,0
94,419,1
374,0,1
2223888,2990,0
63991,1862,0
29138,1710,1
85203,1692,0
819,731,1
1740,0,0
731,316,0
41,69,1
944,294,0
0,0,0
466,738,0
3776,4986,0
495,900,0
191,927,0
884954,233,0
29,0,1
3641,4136,0
54,0,0
23200,4309,1
2345525,425,0
1384305,0,0
324,308,0
1092878,132,0
12,107,1
4,0,1
14,0,1
287204,223,0
1456,8368,1
4146,623,1
0,0,1
17965109,951,0
2902665,2759,0
266,459,0
350,422,0
4882,386,0
1367,1457,0
32236,1050,0
31,338,1
24246,763,0
7,0,1
221926,1088,0
24,50,1
250,563,0
382,315,0
128183,271,1
20,0,1
13,97,1
32,142,1
33,15,0
12,0,1
4870698,103,0
4861624,323,0
11,108,1
4421,1235,0
2,0,1
142,181,0
2048,1510,0
171,1117,1
302,470,0
330,3443,0
281,15,0
438936,457,0
21,34,0
12371,3366,0
794549,1793,0
92,1,1
867154,738,0
33,47,0
1374867,255,0
85928,77,1
138,780,0
2065608,384,0
123,438,0
0,0,0
15728,4051,0
28,115,0
1909495,282,0
1406,988,1
62984,6369,0
36,128,0
1562561,617,0
52966,896,0
2468944,234,0
210,258,0
739,3377,0
9,101,1
581,1699,0
1165907,59,0
5,1,1
730,1108,1
41,2123,1
2129,1802,0
1526,848,0
28,0,1
158,108,0
39,32,0
156,714,0
5920,2155,0
11669,11855,1
182,416,0
10,0,1
71586,635,1
3606526,1795,0
24,183,1
90,110,1
20,311,1
481,345,0
85687,491,0
971,1588,0
8,0,1
1,0,0
5,38,1
2096205,19069,0
10,17,1
682,445,0
72,73,0
712290,5,0
45632,584,0
6469,662,0
179630,9049,0
469,419,0
24,156,0
309737,317248,0
348,112,1
9,90,1
2,2,1
314,266,0
109,209,0
112,116,0
4033882,1075,0
8449,8552,0
10,62,1
1252,2238,0
766,512,0
6,140,1
3468,3903,1
6,0,1
2318719,2374,0
774,652,0
2989,4993,0
299,403,1
1103685,12,0
252432,5086,0
3,10,1
445,669,0
3700,0,0
138,966,0
474,144,0
224301,1740,0
10186,174,0
249007,1175,0
2029284,10996,0
109,0,1
2549,1261,0
35715,1430,0
1,33,1
914,2019,0
287,1519,0
835915,196,0
1335,462,0
0,0,1
477917,452,0
877205,142,0
0,91,1
70,209,0
0,111,1
128,80,1
3007,4234,0
1572413,100111,1
537,221,0
456,522,0
252,41,0
528,568,0
31,49,1
456,1005,1
6,9,1
1,27,1
1644293,1095,0
200,720,0
25,8,1
1180790,575,0
139,300,0
1093,565,0
2191755,201237,0
19,0,1
4,22,1
2,0,1
58,157,0
1,0,0
19,10,1
26,328,1
9,0,1
1054,0,1
534800,28195,0
104,141,0
67,35,0
65148,674,0
21,90,1
629366,7849,0
81085,41785,0
24,482,0
3,10,1
145,127,0
9,162,1
3,0,1
532,658,0
1,0,1
1073,1235,0
4,0,1
7493,5997,0
33,0,0
950,1029,0
15,0,1
11,0,1
32,89,1
199383,118,0
6505,1184,0
738130,2473,0
7,0,1
1132616,8,0
4688952,3818,0
84,260,0
468002,1,0
9273,167,0
184,1124,0
35,104,1
1138437,913507,0
217,226,1
3067772,52,0
7468369,476,0
21,20,1
1,0,1
64,167,1
62,397,1
12,11,1
545,676,0
1527,1602,0
1046,638,0
10,0,1
12,63,1
1,0,0
334,791,0
1111,758,1
14,88,1
39,126,1
3191,3582,0
1753,1257,0
306479,399,0
266,846,0
1404,875,0
111,895,0
45,0,1
15,0,0
126129,2670,0
25,112,1
360,460,0
738,277,0
0,0,1
30946,19328,1
7,0,1
1,0,0
6,0,1
212,186,1
35864,452,0
475,244,0
219581,266,0
8480,1103,0
171,185,0
94,0,0
295,244,0
193,0,0
84,0,1
34,499,0
1,0,1
103,411,1
2,0,1
11,424,1
702107,118,0
361,1153,0
31,0,0
930,560,0
9,0,1
195713,1078,0
172,1146,1
82,246,0
50,679,0
24,116,1
42,91,1
9,12,1
607,1062,1
327,801,0
851157,965,0
602,711,0
403,1044,0
12,0,1
710,1472,0
184,854,1
1447,233,0
0,0,0
1627,371,0
560,761,1
742,71,0
863,285,0
738,1151,0
25,0,1
131977,1758,0
192243,64,0
11,0,1
44,69,0
813,365,0
445,806,0
124580,261,1
224,0,1
61,0,0
14948,987,0
33,2037,1
133,0,0
1184,438,0
5209,254,0
2,23,1
782,342,0
19,39,0
1068077,418,0
1380,1027,0
102,1,1
5707,997,0
176,533,1
0,0,1
312,235,0
20,57,0
84082,715,0
1022843,256,0
269,300,0
750,3537,0
78,206,1
1061642,218,0
30,8,1
10,0,1
49436,6523,0
253,598,0
21,0,1
384,848,1
684554,18622,0
5924,205,0
11766,12925,1
127722,1004,0
3,0,1
0,58,1
2212451,197,0
133590,147,0
174,292,0
149311,1540,0
0,0,0
544,519,0
1506,1359,0
636,785,0
140,428,0
56,0,1
9,107,1
151,850,0
1,0,1
234,185,0
735,584,0
454,1950,0
0,0,0
637,707,1
20,199,1
288,248,1
893,1402,0
124019,6585,0
3,0,1
573,669,0
313628,1256,0
4,62,1
294227,1887,0
825283,449,0
348258,816,0
549,295,0
96,0,1
5974,6585,0
6675001,1464,0
308,557,0
65,117,0
217,819,0
0,0,1
36,173,1
10288,14571,1
1175,720,0
1259,890,1
920,1431,0
10822,45,0
8754,2508,0
5599,1049,0
397,229,0
3177931,1088,0
932,598,0
315,239,0
122656,1378,0
4091,916,0
19,0,1
302952,305,0
2048133,2534,0
670,1090,0
3712,112,0
2372061,433,0
267642,93,0
24458,9350,1
6,118,1
11,21,1
11807,11795,0
14,0,1
14,0,1
86944,21813,0
4,12,1
1913,288,0
6,58,1
120919,846,0
71,0,1
55,0,0
463,268,0
234,343,1
690,794,0
644614,82,0
4100070,874,0
255,488,0
1439,1904,0
3869825,54,0
241,261,1
1064796,587,0
28,182,0
28,0,1
11338,0,1
35,0,0
200,190,0
2344916,969354,0
687,980,0
54428,229,0
59,50,0
12096,1017,0
1395,2359,0
288,308,0
814,0,1
2449,2,1
879,1258,1
314,4936,1
0,0,1
2584598,511,0
1528,2297,0
586,900,1
10,34,1
2,0,1
531,29,0
84403,971,0
14,16,1
348,0,0
1321312,913,0
50705,8720,0
2546,3219,0
146,812,0
212,96,0
56,49,1
64,196,1
227620,14,0
