followers_count,friends_count,Bot_or_Not
815937,2204,0
214,449,0
181,598,0
7,0,1
17,134,1
100674,27,1
447,401,0
881,920,0
21,0,1
27,0,1
1676967,1000890,0
2810349,448,0
328,1172,1
4223,318,0
1067631,350,0
279,2,0
1,0,1
348050,336036,0
940946,1268,0
52,106,1
825,1738,0
13,31,1
84,924,0
26,211,1
3068,4,1
572,1016,0
26,264,0
417313,2237,0
264,414,0
31,267,1
7531,65,0
1312,989,1
14178,305,0
182,981,0
9,0,1
0,0,0
15,0,1
3660625,278,0
44,252,0
3,0,1
125,84,1
1049,780,0
35274,17435,1
100596,3934,0
2347823,660,0
0,0,1
19,3,1
260,159,0
42,298,0
1960275,180,0
173,137,0
468,686,0
106777,28427,1
866,0,1
1011,898,0
600,279,0
3760,4808,0
7616,1339,0
635,423,0
119,1178,0
6696,2743,0
360012,89,1
93,617,0
17,35,1
6,40,1
626,1768,0
2297898,3651,0
556,5001,0
1547,244,0
212,0,0
0,0,1
77,81,0
0,0,0
1165,1705,0
10,0,1
5658,4532,0
15,181,1
433,1480,0
3,32,1
1013,302,0
22,268,0
241564,19,0
326,22,0
331,866,0
3148925,90,0
20,46,1
5,96,1
110937,2875,1
65,81,0
46,39,1
1342031,21,0
19,38,1
603,0,1
449,896,1
1803,988,0
562,2,1
0,0,1
3,13,1
179,174,0
122,0,1
327,436,0
327,299,0
4,0,1
33,60,1
51,1,1
1563434,689,0
43,60,1
1074495,0,0
1013,3299,1
52,225,0
148581,157,0
284,558,1
13,0,1
13,0,1
12,0,1
76946,1165,0
394658,510,0
21,13,1
2592994,128,0
7,0,1
74,779,1
525236,245,0
301132,56,0
25,520,1
11,52,1
515,460,0
18,122,1
7,15,1
189273,767,0
458,458,0
238,1080,0
97,474,0
7113,7229,1
14,625,1
270,207,0
16,0,1
134,0,0
1639,588,0
1044,1139,0
4,0,1
43562,179,0
12638993,905,0
385697,1450,0
345,945,0
822,423,0
249,417,0
440,3045,0
43,0,1
10,187,0
16,114,1
0,0,0
6747465,130,0
3237,4971,0
951,759,0
95324,897,0
3181,612,0
415,5001,0
7,5,1
64,60,0
9,0,1
6140373,1058,0
1987,1609,0
50,167,0
43,266,0
545,301,0
420,379,0
24,0,0
51,19,1
22669,1325,0
5,346,1
109,448,0
569,592,0
2358,1659,0
25,83,1
3,89,1
1255,1438,0
10,0,1
345948,154,0
2,0,0
12,54,1
158,0,1
7227,527,0
7255,266,0
794,868,1
2,42,0
251979,336,0
4534272,93,0
3,0,1
156,0,0
17,30,1
412,362,0
285,344,1
114,0,1
385,933,0
141,456,0
271877,494,0
29579,350,1
28,71,1
625,3259,0
27,90,1
746557,0,0
2,714,0
1358,1696,0
11,0,1
299,1591,1
1,0,1
45,318,1
270,0,0
22,2,0
141066,37,0
167,753,0
0,0,0
3,114,1
19334,1053,0
945,1094,0
1,0,1
24148,249,0
13,146,1
295,345,0
0,0,0
1397756,1102,0
4286,2908,1
18387,2789,0
20,0,0
650,272,0
77349,1249,0
5,16,1
4248,362,0
266,960,0
3474,3573,0
833,448,0
3885,2,1
11,26,1
245,368,1
9517780,10935,0
638,3933,0
161934,55,0
130,741,0
82,163,0
22845,996,0
732014,8970,1
25,432,0
727662,1029,0
1,0,1
323,223,0
98793,103906,1
51,0,1
246,575,0
1895431,898,0
47347,211,0
164562,2742,0
27044,4589,0
2131,1026,0
260,222,0
0,6,1
47,214,1
6528089,7304,0
59,368,0
26457,460,0
316733,1943,0
299,488,0
40,51,0
169,268,0
2123,4976,0
128,396,0
2311,638,0
8,19,1
0,0,0
0,0,0
1058618,837,1
20,19,1
904,1791,1
684169,901,0
1791,398,0
950,1804,1
1839,1005,0
5771,164,0
980,2645,0
14,31,1
4,0,1
3,13,1
26,0,1
106842,3714,0
616,2770,0
486,197,0
848,1805,0
1489883,406,0
1115,1095,0
10616,4432,1
424,411,0
190,0,1
1088506,1145,1
380,342,0
11,0,1
1034,480,0
21821,2321,0
212531,8668,1
21,166,1
75,324,1
219,169,1
809,379,0
3536,2470,0
156,0,1
12187,11761,0
402,955,1
84556,52866,1
5,72,0
4,153,1
157,608,0
62,241,0
835936,570,0
4966,1382,0
901,738,0
10,52,1
39,149,0
1,0,0
6,0,0
24,0,1
2341755,430,0
492,0,0
186,270,0
13,0,0
5,0,1
7,11,1
9,0,1
0,0,0
12,37,1
0,0,0
183,279,0
56346,2162,0
0,0,1
778,392,0
1983765,32,0
2,0,1
0,0,1
17248,1157,0
19689,1236,0
10,0,1
734526,3,0
4208,1924,0
1222,183,1
617,776,0
8,14,1
7699,1756,0
2,0,1
14,60,1
1234,880,0
150,151,0
21692,564,0
372226,7505,0
11,98,1
465,460,0
759809,799932,0
8,54,1
37,0,1
1085308,763,0
18,318,1
5,0,1
76,3,1
327,6,1
1701,725,0
2,47,0
2708,794,0
253,209,0
68,228,0
313,199,0
61,608,0
114,0,1
1215,954,0
3315,727,0
771,61,1
109704,30345,1
16,131,1
182,817,0
32333,2080,0
272,381,0
119,73,1
126505,1030,0
342,977,1
2,0,1
10,0,1
7,0,1
675,1194,1
148,500,0
46613,267,0
14,11,1
115069,88037,0
2236,4679,0
286735,13,0
26992,4911,0
6,4,1
167,205,1
1438417,283,0
390108,0,0
183,374,0
1227,1252,1
298074,1150,0
2928,2556,0
64,83,0
6487,4066,0
11056789,38,0
11,107,1
235,107,0
27,0,1
12,0,0
602,95,0
7613,893,0
25,0,1
128,592,0
397873,5901,1
245,379,0
1,0,1
6830,274,0
21,0,1
162,426,0
0,0,1
5775,524,0
194,74,0
235176,1,0
7,0,1
211,524,0
6,12,0
68,153,0
7193374,38,0
6,39,1
488,292,0
1246640,239,0
57,77,1
10,0,1
10,57,1
0,0,0
4414,998,0
6,24,1
1724,1358,0
1237056,11733,0
1443,305,1
65788,62183,1
116,112,0
185,717,0
4,0,1
242009,637,0
28,0,1
11,64,1
8809,1903,0
433,1351,0
647,824,0
305,307,0
54,156,0
11,0,1
2,0,0
0,0,0
9,0,1
43,0,1
4,0,1
1,0,0
65,0,0
2213,78,0
240,312,1
2,15,1
28,0,1
628,623,1
2,108,0
2,20,1
154357,129230,1
117,411,0
1507,1748,0
139,333,0
94267,7761,1
502,323,0
1914,2016,0
11,113,1
79,267,0
22,0,1
1260,1008,0
112,0,0
283896,3072,0
16919,762,0
269,103,0
24,23,0
73574,272,0
92,804,0
99,0,1
1272,408,0
1224,460,1
1,0,0
113,112,0
1037,500,0
397,354,0
7495,252,0
1453937,913,0
234845,0,0
176,186,1
71,38,1
615,603,0
99,601,0
144,178,0
9917,0,1
1888,0,1
13,162,1
878,471,0
31471,2252,0
2831,1482,0
301,423,0
658,422,0
2904002,539,0
652,669,0
4,0,1
1405,1294,0
4817,2030,0
583,178,0
22411,827,1
858,1922,1
249,170,1
75093,34985,1
271,576,0
47,98,0
1202959,38079,0
995,621,0
2,0,1
27,0,1
79337,61506,0
152,50,0
11,15,1
19,25,1
30893,6,0
1789313,2393,0
708,1201,1
222,317,0
20,76,1
7,0,1
5611,1807,0
49499,3824,0
33,0,1
760,1,1
688,1,1
12,1620,1
286,573,1
252,1,1
140905,626,0
34964,1160,0
10724,11764,0
23,16,1
27,13,1
30,15,1
84,82,0
1073,677,0
40,0,0
105,212,0
345,271,0
763497,531,0
5,12,1
89128,4314,0
631405,5186,0
38,155,1
23817,599,0
19,138,1
1077999,563,0
111,927,0
19,98,1
221,309,0
41,452,1
1027,0,1
1789648,184,0
15,81,0
8966,2578,0
2222,4127,0
0,17,1
46,164,0
4,38,1
86106,590,1
145921,119782,1
2091,2432,1
7,1,1
353,265,0
124,216,0
1,0,1
113851,715,1
651,623,0
179700,136148,0
2,23,1
777,371,0
526,339,1
3103550,450,0
10967,3165,0
506,451,0
864,1474,0
1,0,1
85,12,1
56,52,1
52591,390,0
1732,2197,0
18,42,1
612,0,1
2,7,1
1335,942,0
1656,2123,0
67,618,0
1,0,0
239,117,1
294,214,0
1194,808,0
119,267,0
6745,2538,0
212,202,0
1221,3913,0
104,2,1
378,487,0
346,503,0
2812,2916,0
2,0,1
65157,502,0
113,508,1
1,20,1
1164,635,0
107,160,1
3491,2583,0
7,2,1
27,1,1
24,37,1
186,0,1
1233506,810,0
1809,1392,0
147,4,1
64723,430,0
0,0,1
272,184,0
415,112,0
28981,1182,0
959,0,1
2534644,23,0
0,0,1
659079,838,0
267175,575,0
93,747,0
41038,38586,1
8,122,1
288422,5596,0
2115926,2368,0
111353,519,0
71,433,1
4,56,1
14,46,1
256,250,0
23,0,1
0,35,1
339,129,0
95,248,0
1717323,104,0
2,254,1
76,815,0
305,93,0
1072,663,0
451,272,1
685,1205,0
1243522,261,0
50,0,1
4,0,1
1379,250,0
2,0,0
0,0,1
8810,4975,0
113921,499,0
2754,460,0
4,0,1
14,88,0
158,1235,0
9,0,1
4220,673,0
238239,1977,0
10,151,1
692,354,0
15,16,1
407,494,0
0,0,1
89,0,1
119843,121965,0
131,0,1
17,43,1
3758333,115,0
9,18,1
33,86,1
1074,1073,0
896121,93,0
170,126,1
1507,4767,0
461841,530,0
299,296,0
272,95,0
17,96,1
317108,1637,0
8,0,1
369,531,0
4,5,1
371100,119792,1
204,348,0
130,288,0
317,605,0
1011150,2039,0
25,0,1
740,744,0
88385,326,0
237387,1123,0
24,0,0
236,1278,0
19,53,1
830,537,0
61,0,1
963,553,0
797,2005,0
187,488,1
75,129,1
26,119,1
848,1558,0
1986398,1066,0
0,0,1
291,284,0
35701,532,0
244,406,0
13176,945,0
14327,5842,0
9,0,1
5719,1529,0
180,245,0
103,63,0
2457,415,0
14,139,1
186652,1089,0
79740,1561,0
522,607,0
779395,9606,0
38,169,1
0,18,1
504,2102,0
6,108,1
154,0,0
53,131,0
7,0,1
730,635,0
2262100,16,0
2810,2379,0
554114,6151,0
1004047,100,0
11,46,1
81325,1644,0
761,472,0
469,3465,1
903,448,0
53,54,1
1,0,0
52,322,1
37,47,1
366,460,0
2116613,602,0
129,326,0
9313,1619,0
656,523,0
2630129,54,0
574,0,1
680,0,0
1,23,1
1782998,220,0
966196,933476,1
0,0,0
7,0,1
3296,2241,0
271,197,0
350,181,0
11568,701,0
9,0,0
612,158,0
74,91,0
1713912,637,0
30,97,1
72867,21427,1
564,926,0
114386,534,0
92,331,0
252036,1738,0
2577,293,1
448,2055,0
2639,104,0
102,217,0
8,27,1
0,42,1
1056,270,1
0,0,0
2431,1474,0
1,0,1
1,0,0
43,0,0
710,1632,1
13,98,1
0,1,1
7,7,1
19,204,0
59,298,0
117264,684,0
273228,667,0
22,118,1
6,41,1
133,0,1
332,1096,1
1022,37,1
377,111,0
14116,1812,0
12,0,1
261,180,0
1424395,394,0
15746,18,0
432,419,0
96234,1675,0
372,0,1
35,0,1
819,3066,0
22,20,1
150,261,0
1826402,11,0
6,97,1
581,728,0
236,578,1
161,0,0
780466,359,0
2141,1782,0
119,11,0
4201,2,1
466,815,1
10525,337,0
352261,167,0
16,0,1
102,168,1
0,0,0
18,0,1
29549,9353,0
46122,1225,0
132,262,0
50,0,0
19,1956,0
856,4566,1
8,24,1
3,9,1
88963,819,0
2878,2041,0
332,267,0
332,288,1
10,30,1
212,556,0
473,502,0
109486,44,0
6,410,1
30,13,1
8,176,1
708,1043,1
8,2,1
0,0,0
36,37,1
1004338,221,0
281913,2775,0
158154,140,0
77,147,1
109,146,0
965,459,0
401,416,0
96090,1480,1
369,127,0
1651858,22,0
20,1,1
1341,1898,0
511,849,0
1424751,481,0
4651777,381,0
293565,68,0
171948,4091,0
19843,410,0
147687,108442,0
774,1275,0
886,1380,0
77,187,1
25,45,0
593814,149707,0
751981,1040,0
475,0,0
476,637,0
125,0,1
3597,4981,0
19,1,1
7,65,0
15,39,1
251,275,0
3899,859,0
5780,1221,0
379,298,0
6,4,1
30,298,0
101,566,0
3,79,1
898,989,0
4,24,1
109,410,0
577,495,1
37,117,1
359139,636,0
1,0,0
1583,879,1
145,144,0
105116,99838,1
993,1612,0
814,3634,0
915,0,1
105177,68872,0
48796,431,0
2149,2484,0
3316,2943,0
7,22,1
30,159,0
13,19,1
119479,37183,0
12,0,1
76,0,0
158,303,0
666,2159,1
4277832,424,0
43,0,0
11,28,0
37,0,1
32,93,1
204,652,0
0,0,0
46,123,1
6678,298,1
32,0,1
957748,214,0
6988,1838,0
1353,604,0
163368,230763,1
60,0,1
1094764,3500,0
542,1115,0
43,121,1
461166,120068,0
101848,917,0
67,99,0
570,1022,0
18,48,0
42,216,1
118,572,0
1295,886,0
68,132,0
1949264,611,0
9358,2232,0
7,45,1
11,0,1
444,119,0
77929,0,0
25,1,1
11,46,1
0,0,0
723428,505047,0
7809,4889,0
1680,4124,0
22437,20370,0
0,0,1
19,0,1
22,0,1
810275,362,0
112634,434,0
2733833,505,0
192732,3644,0
32,193,1
344,1970,0
1784495,598,0
10,0,1
660,812,0
17,0,1
5523882,672,0
27123,805,0
766,665,0
7387,1986,0
11,0,1
16,79,1
40,165,0
99571,1476,0
1193,1277,1
33,427,1
391,245,0
24,316,0
10,37,1
197,251,0
6,54,1
99,4,1
876353,562,0
3,0,1
5,0,1
1,0,0
0,0,1
1668,201,0
128,16,0
139,119,1
9,0,1
19,24,1
1683,2661,0
126926,54614,0
67491,234,0
1,0,1
1137082,922,0
946,615,0
2,0,1
1,0,0
752196,152,0
303,240,1
143163,3697,0
4125459,401,0
52712,1298,0
2428987,494,0
84383,1167,0
209,444,0
2,0,1
125,236,0
1660,177,0
964,4914,0
16,0,1
215,207,1
201,187,0
35,346,1
1213799,2632,0
1227,741,0
576,1545,0
266,600,0
9,0,0
19,0,1
11417,12666,0
869,2400,0
86,287,0
1027,2138,1
46,0,1
19,87,1
28,7,1
603168,4,0
715,1028,0
639,2039,0
35,0,1
20598,4035,0
502919,148,0
502,744,0
3567,813,0
7,189,1
24,39,0
26,337,1
3,0,1
56,23,0
1297557,673,0
1,3,1
1,0,0
1436,1093,0
89,63,0
323,249,1
51353,19,0
26,0,1
219,1953,0
916,1101,0
48,150,0
3005759,3508,0
262,1201,0
4,0,1
131,259,0
3396478,97,0
1798,412,0
132,134,0
366,943,0
31,112,0
1652266,313,0
240547,857,0
21,16,1
98,0,0
70,341,1
1698,1524,0
726,282,1
30,68,1
22,0,1
2460458,560,0
52,109,0
28,245,0
3,60,1
5397173,902,0
182810,214,0
2270185,61,0
0,0,1
91,36,1
269,176,0
68,0,0
17,55,1
1,0,1
37,0,1
18366060,129,0
19348,2455,0
14262174,10,0
71,792,0
82,344,0
6157,1062,0
100340,83,1
10867,173,0
596,771,0
55,354,1
41,730,1
0,0,1
53,0,1
1356,2791,1
10,136,0
2998,3478,0
187,413,1
456979,273,0
6174684,736,0
166,0,1
71,83,1
342,536,1
8757984,8,0
80961,36,0
3139,766,0
4718,4727,0
99645,1109,0
97892,685,0
21920356,124,0
4655047,153,0
928,286,0
44,369,0
46,136,1
3703,1072,0
27,98,0
720142,841,0
592,276,0
245296,196248,0
14006,1592,0
34,197,0
677,534,0
239,891,0
97702,552,0
338,595,0
361285,167,0
20,0,0
23,166,0
10,0,1
198299,1270,0
1822,2492,0
4045,224,0
26,51,1
92973,61775,0
129,388,0
1547851,167,0
8,14,1
0,0,0
2861,2393,0
710,0,0
342,939,0
1683624,466,0
5,112,1
12,181,1
272378,13,0
121,1,1
810,359,0
1453679,143,0
1310,46,1
1110150,973,0
3,1,1
5,29,1
13,41,0
20,0,1
1,0,0
123506,778,0
206,174,0
12325,3609,0
1961,667,0
992,186,0
2522977,506,0
3563,831,1
921,0,1
866,195,0
201,1060,0
60,133,1
171049,74729,1
1033,735,0
66054,4172,0
827,1854,1
547,2691,1
43,0,1
118,145,1
395750,1605,0
133,1034,0
108,869,0
308,1958,0
13,445,0
1763,1724,0
1476255,1234,0
51,711,0
40,0,1
426,0,0
168,212,0
37,0,0
4312,555,0
15304,904,0
50592,43179,1
10668,4467,0
533,431,0
10,0,1
5,75,1
432,300,0
777,2838,0
8939,2860,0
228120,3681,0
25,0,0
244,51,0
3514,385,0
21,18,0
4,0,0
10,37,1
141895,347,0
1,38,1
1286,938,0
6834,2335,0
11782,13475,0
7121697,148,0
6336,119,0
4272,814,0
196,295,1
1006,106,0
501,200,0
30680,0,0
474,636,0
313987,1207,0
2,0,0
4181119,181,0
16708665,25,0
4425,2400,0
198648,5324,0
300455,260,0
900064,385,0
1203,971,0
35,113,0
423,932,0
0,0,1
62,911,0
319,504,1
8,0,1
11,0,1
9,103,1
902,312,0
324205,1615,0
208,430,0
14,10,1
517,576,0
92,746,1
13412,1571,0
2266902,115,0
133,0,0
11,5,1
110,306,0
434,274,0
11,0,1
2008,1773,0
81558,544,0
1363,897,0
6854,807,0
299,507,0
87,0,0
419,482,0
7,13,1
9,126,1
1401498,965,1
580,638,0
275,498,0
148,644,0
0,0,1
5,11,1
109,631,0
32,61,0
62,321,0
3,23,1
0,0,0
8,34,1
34,0,0
99,85,0
8,491,1
13174925,4703,0
3535,158,1
15,0,1
1887,1506,0
112720,87514,1
2551,769,0
8457,577,0
1418,505,0
44622,26,0
3460,3925,0
10439,10282,1
381,243,0
230,257,0
2533128,15,0
228,166,0
13431,1383,0
11708,902,0
439,900,0
3370,957,0
1218,1058,0
151,108,0
8,90,1
451,441,0
284981,614,0
222,15,1
1377,1053,0
608,2176,0
11,13,1
1994146,567,0
5,0,1
373,464,0
10,134,1
1,0,1
419,822,0
12,19,1
18,28,1
19,113,1
270999,775,0
399,360,0
2836,2738,0
23,0,1
1882,2635,0
2257708,461,0
1984620,783,0
3337003,0,0
4,0,0
565,3469,0
495,318,0
89,112,0
2392418,420,0
630280,58,0
485,546,0
271,445,1
728,3191,0
13,0,1
13,59,0
109,0,0
389076,451,0
21,43,1
5222,2089,0
0,0,1
0,0,1
2,0,0
5392627,730,0
1366,0,0
10,0,1
57818,621,0
2256,3067,0
76,148,1
1448,468,0
662,408,0
1173,2561,0
3,12,1
125,251,0
867375,2039,0
461,528,0
16,256,1
79593,59456,1
5844,179,0
6855995,5448,0
352,373,0
1573,915,1
9423,10245,1
84,369,1
4,22,1
430,1827,0
259,1003,0
163,45,0
2816031,885,0
82,520,0
4,0,0
46349,4483,0
1326469,69,0
103597,164,0
1331,4381,0
179,608,0
43,107,1
179,976,0
392759,1504,0
20,29,0
981,665,0
37,118,1
877,837,0
262,768,0
47,98,1
2131,2355,0
5,284,0
365,0,0
1393467,2195,0
106,143,0
19150,141,0
0,5,1
709,531,0
11571,12338,0
507,639,0
817,915,0
1305,1764,0
836866,344,0
162,98,0
62255,1181,0
1349,1001,1
364,4832,0
1436,752,0
198789,1067,0
14,64,1
622,877,0
1521182,300,0
0,0,1
452,443,0
7153,3619,0
289900,7357,0
13385,4770,0
63,26,0
2040,993,0
1093836,363014,1
18,53,1
3648914,233,0
1034,0,1
3,14,1
27,74,1
402,230,0
146072,998,0
65,0,0
958614,2562,0
1249314,1265,0
817,1001,1
10,39,1
8,75,1
41077,4592,1
444,1482,0
74,53,1
76,85,1
2,0,1
4,0,1
4597,844,0
26,36,0
0,55,0
2529876,445,0
0,0,1
21,101,0
282,404,0
1415019,63,0
349,0,1
55738,2140,0
174278,36,0
494,954,0
443,436,0
5093,3,1
12,51,0
14,0,1
2202892,459,0
1096,1665,0
201,436,0
5955,394,0
4937,937,0
44,0,1
0,226,1
413200,408103,1
8,46,1
372457,1258,0
32,114,0
26,94,1
578,174,1
157,575,1
20767,397,0
163,206,0
4,72,1
0,0,0
927049,30,0
4525,134,0
380,1180,0
15712155,10,0
64,0,1
0,0,0
0,0,1
991,385,0
2,9,1
3021017,998,0
20,62,1
3,0,1
313,36,0
3,2,1
1366,1269,0
230,317,1
0,0,1
4584,5078,0
1669631,814,0
4126,1256,0
281,866,0
1568120,1070,0
6,87,1
844,476,0
10017,4762,0
1,5,1
1420,1999,0
66,649,0
3,0,1
129,193,0
1725,827,1
1457937,1320,0
799,993,0
424,424,0
94427,377,0
981022,510,0
35,0,1
77266,79508,1
897939,1467,0
3430,3163,1
82,293,0
22,0,0
1878183,618,1
110,172,1
5,0,0
4,0,1
28,0,1
110,1415,1
46920,550,0
53,64,1
7159,653,0
158,353,0
143720,237,0
1052,769,0
4310,1705,0
2477,2190,1
150272,628,0
133266,938,1
1682,1398,0
1282312,783,0
177,0,0
1389324,75,0
40,82,1
11,0,0
723,916,0
421,37,0
258,773,0
161,433,0
32098,0,0
113,484,0
46,23,1
309,1055,0
1072005,559,0
5221,1453,0
2048,1,1
7418,2035,0
4130675,872,0
19072,4120,0
1,0,1
27,0,1
84,108,1
33,170,1
1504,1956,0
1167,869,0
283,287,1
4,0,0
4092,2310,0
1785600,608,0
127,106,0
1,0,1
324,755,0
62035515,1127,0
760769,694589,0
478,881,0
8,91,1
767960,915,0
14256,17,0
465,642,0
721,2084,0
50,0,1
110999,2263,0
620,166,0
504,1059,0
233,526,0
399,423,0
20,0,1
128,166,1
3,20,1
99,79,0
7173406,2950,0
0,40,1
350789,1528,0
9732,998,0
118,326,1
14,56,1
7,0,1
16,108,0
62,321,0
311,23,0
29622,458,0
1,95,1
736,331,1
1065,1435,0
4152595,166,0
242,222,0
5,0,1
37,117,0
0,0,0
6702,2181,0
50,38,0
5,38,1
362789,298512,0
70,193,0
471,0,1
29,0,0
244,598,0
18,10,1
419988,968,0
871330,5797,0
7,0,1
1284,3153,0
791,391,0
99,619,0
201,681,1
79107,428,0
1416,1179,1
0,0,1
1888,1908,0
186,262,0
289,0,1
24,74,1
59,297,1
10,0,1
146,226,0
496527,140060,0
5628,2505,0
119,312,1
748,489,0
1048,1868,1
5,100,0
19,104,1
1847,4603,1
779,1347,0
4534,2076,0
17844,204,0
161141,276,0
63,1026,0
1442946,20,0
95,0,1
18,0,1
1320744,8,0
1,0,1
4,0,1
30,0,1
45,0,0
4311,2331,0
6,40,0
15,0,1
65,244,0
28,16,1
538,658,1
32743,130,0
1757216,233,0
1718,950,0
54,0,1
2548134,420,0
1090212,130,0
27,0,1
3,34,1
9971,3536,0
934,456,0
13,27,1
1894,2343,0
0,0,0
5,19,1
85237,263,0
81,695,0
77,577,0
893287,27508,0
9401,10231,1
608,2368,0
1423,0,1
230,149,0
94590,97,1
0,0,1
99783,4003,0
1122,1626,0
27,0,1
26574,26374,0
12,25,1
1,25,1
14,40,1
101,246,0
1020,315,0
54,409,1
1059,958,0
11474,11291,0
13,50,1
131,474,0
138446,4,0
24376,415,0
1460,1176,0
303071,3747,0
1538,444,0
7,0,0
3343412,1,0
9,0,1
2,14,1
41,494,1
386,440,0
13679830,97,0
170,130,1
1248792,521,1
19307,39,0
16151,890,0
250,199,0
39,254,0
1823,2419,0
2398125,86,0
6,29,1
3710,1991,0
11014,4353,0
474780,90669,0
1943,2146,0
35848,3096,0
336,619,0
14,122,1
42,827,0
3,75,1
1477,965,0
143,460,1
244400,176,1
2009273,854,0
2917809,33,1
17977,13,0
2283,741,0
48,64,0
233,270,0
329,116,0
466,922,0
47476,1205,0
911,164,0
3,24,1
1020526,47,0
61,138,1
1092,1022,0
594109,897,0
8644,8188,0
232,330,0
2300381,74,0
27,150,0
729,552,0
22,0,1
131,106,0
1033069,51598,0
2,0,0
1008,573,0
8633249,485,0
15,0,0
973,1420,0
154,525,0
93,237,1
42,1,1
744,1439,1
138,1042,0
0,0,0
256828,397,0
145236,4359,0
325,0,1
10153,9002,0
15,14,0
1,0,1
328,1081,0
7,33,1
1,0,0
32520,309,0
6,1344,0
4220,1508,0
145,243,1
1212509,20,0
0,21,1
212,494,0
2008,1717,0
1,0,1
652,346,0
271,208,1
0,21,1
1213,487,1
3,0,1
50,0,1
537,598,0
335,521,0
249548,39,0
83,145,0
223,252,0
2,0,1
98,78,1
361233,301,0
788,2249,1
27,33,1
25,0,1
27,276,0
0,0,1
345,0,0
7470,531,0
91579,43249,0
920,1089,0
2928,154,1
69,40,0
40,84,0
2513,2233,1
365,1,1
324,1547,1
99571,65792,0
347,865,0
731,931,0
2222,708,0
39,94,0
143537,1298,0
767,609,0
1,5,1
107,314,1
50,0,1
97,98,0
35778,818,0
109,203,0
757,1877,1
482,542,0
1412,1475,1
13025,440,0
689,712,0
6,0,1
1297,890,0
17259,118,1
478,1102,0
787,1695,0
54,64,0
75,426,1
37,646,0
632142,2785,0
59069,1718,0
1995720,87,0
164142,3624,0
0,0,0
283,620,0
35806,7315,0
11,0,1
170,661,1
1603128,1532,0
214,2669,0
195,483,0
239,217,0
112,318,0
3905019,187,0
28458,1426,0
55972,38363,1
77,779,1
4343682,12,0
1168860,2020,0
149350,3073,1
219,285,0
501,541,0
87141,149,0
37,102,0
27,0,1
1,0,0
1994927,1684,0
23,223,1
667092,3802,0
26136,402,0
411289,418,0
701,345,0
13,0,1
43,201,0
37,0,1
5,32,0
68,1039,0
613,76,1
1304,1279,1
0,0,1
40,105,1
5908,6873,1
970,294,0
162,830,1
97151,1323,0
58,339,0
0,3,1
39314,162,0
35237,1261,0
102,0,1
30034,146,0
13,49,0
132,929,0
1283509,418,0
405,752,0
0,0,1
1278,1895,1
79,188,0
20,103,0
8,1,1
87580,76917,1
13,0,1
2980786,327,0
62,57,0
41,70,0
7,0,1
32664,1353,0
13014,483,0
283222,3060,0
486,0,0
33730,802,1
14,151,1
2112,3548,0
10303,5170,1
541,0,0
4,0,1
6054,1843,0
0,0,0
48,0,1
647,4951,0
379340,16861,0
101726,4755,0
786095,1568,0
380,164,0
18272,1814,0
1599,594,0
289682,84,1
30,0,1
197733,279,0
225,664,1
324,598,0
3,0,1
29,0,0
92,337,0
76661,4586,0
45,15,0
181,378,0
374,0,1
1,2,1
339,241,0
28,242,0
1028,171,1
100,259,0
53,44,1
626,1,1
62,308,1
6,0,0
8,0,1
499,409,0
1079,707,0
1,0,0
1377,909,0
4,0,1
6,0,1
1429002,138,0
1080,766,0
75,236,0
22,0,1
0,0,1
2,0,0
146898,86,0
52,0,1
250,9,0
146,241,0
0,0,0
0,0,0
5,70,1
155,49,1
412,810,1
30,0,1
101,197,1
1108,1247,0
0,0,0
170220,936,0
495,2399,0
843,641,0
42,149,0
3502,851,0
1849,4559,0
123,0,1
161,298,0
163896,1856,0
6,89,1
29,149,0
144,127,0
358,161,0
1804,827,0
105339,312,0
141670,146677,0
1110,373,1
72,0,0
287,305,0
168,939,0
13,24,1
343,287,0
58527,80,0
4979,0,1
110697,91329,1
4,5,1
1373634,674,0
1760,699,1
1403,1910,0
6,0,1
12,15,1
37,28,1
93,527,1
0,0,0
68,0,1
2566779,599,0
1403067,81,0
2,0,0
2051,4189,0
6315,4446,0
19,0,1
18817,419,0
375949,3430,0
3,0,1
1883688,1267,1
1339838,0,1
3168078,2681,0
85,346,0
478678,1588,0
279,396,0
193,0,0
7395,884,0
840664,5723,0
183,1261,0
15,28,1
8632,1653,0
467,705,0
16,0,1
131097,1552,1
153807,127557,0
487,383,0
93,841,0
197,268,0
184153,304,0
66635,1136,0
64907,58057,1
2,0,1
1293787,0,0
8586,1148,0
0,0,1
69,92,0
841,1395,0
0,0,0
2558799,513,0
32869,948,0
517,0,0
841768,2525,0
0,83,1
1,0,1
431,147,0
363,1737,1
120,45,0
101,892,0
68,97,0
8,32,1
983,0,1
3,0,1
5,0,1
1044551,246,0
9544,5786,0
29520592,301,0
26,31,1
27894,152,0
3260251,290,0
227,159,0
4309105,116,0
20,37,0
67900,63,0
8,3,1
52,290,1
139,950,0
4,44,1
10,0,1
348,516,0
1124,599,0
114610,3542,0
2129,1547,0
1361,884,0
27,89,1
2003980,461,0
165305,439,1
1008406,108,0
155,0,1
3740,4554,1
366596,452364,1
23,67,0
13,14,1
17,40,0
200,580,0
392,398,0
0,8,1
3250,2393,0
10,0,1
32971,84,0
24,304,0
19,1,1
195882,704,0
6,55,1
267901,175,0
67028,101,0
2130,76,0
10,46,1
